Step,Scenario,Decision,Network_Score,Network_Weight,Data_Score,Data_Weight,Device_Score,Device_Weight,App_Score,App_Weight,Instant_Trust,Prev_Trust,Long_Term_Decay,Short_Term_Weight,Inertia_Component,Freshness_Component,Ensemble_Trust
22,corporate_office,Full Access,0.9593630236805478,0.2514745070649743,0.9183764773229051,0.2496914054165388,0.9206474784070541,0.25089830602500796,0.8890719237770159,0.24793578149347895,0.7992774784617178,0.7953131559818059,0.9989588756797245,0.11080315836233387,0.7064536737596425,0.08856246902144062,0.7950161427810831
23,corporate_office,Full Access,0.9581753097232609,0.25139989805935475,0.9209727891989965,0.24960978729601482,0.9171665669425011,0.25088214866106506,0.874651615588711,0.2481081659835654,0.7969079303527867,0.7950161427810831,0.9989588756797245,0.1002588437228037,0.7145640182354572,0.07989706765070298,0.7944610858861603
24,corporate_office,Full Access,0.9645262097356351,0.25125736416977584,0.9181166201465536,0.24949258645218816,0.910920270738864,0.2507387160472617,0.8662642436270949,0.24851133333077427,0.7952955132440143,0.7944610858861603,0.9989588756797245,0.09071795328941247,0.7216371052393621,0.0721475812217498,0.7937846864611119
25,corporate_office,Full Access,0.960370703296537,0.25139731603213156,0.9016187499342616,0.24971854740725527,0.9123509235133802,0.2508828618611024,0.9079876147600179,0.2480012746995107,0.7985027900462232,0.7937846864611119,0.9989588756797245,0.0820849986238988,0.7278682804088867,0.06554510042212358,0.7934133808310103
26,corporate_office,Full Access,0.957923874768646,0.25161370889333123,0.8928105602888834,0.2497959438810734,0.9152786157210004,0.25108942611654694,0.8681664112370642,0.24750092110904834,0.7915801851138646,0.7934133808310103,0.9989588756797245,0.07427357821433388,0.7337190411593746,0.05879349279197151,0.7925125339513461
27,corporate_office,Full Access,0.9509898840450901,0.2521607720485863,0.9125369930695535,0.24903841541609112,0.9189519274172098,0.2516750975141571,0.9040873251491863,0.24712571502116545,0.7991351926294251,0.7925125339513461,0.9989588756797245,0.06720551273974976,0.7384816702235522,0.053706290369039206,0.7921879605925913
28,corporate_office,Full Access,0.9706857898996177,0.2520971196092199,0.9365009474323605,0.24915266011401307,0.9187904534180823,0.2519067223326017,0.8997558491350074,0.24684349794416532,0.8047905573123146,0.7921879605925913,0.9989588756797245,0.06081006262521795,0.7432403490273642,0.04893936419034591,0.7921797132177102
29,corporate_office,Full Access,0.9474820456608659,0.25209589559220735,0.9098050840585267,0.24839783929196477,0.9253435736066875,0.2522357012611246,0.9010385508210538,0.24727056385470328,0.7987303139176528,0.7921797132177102,0.9989588756797245,0.05502322005640721,0.7478120577846682,0.04394871382841422,0.7917607716130824
0,remote_vpn,Full Access,0.853314042775223,0.25,0.9219459248800151,0.25,0.9356071389925376,0.25,0.8960053955954032,0.25,0.78740553683009,0.5,0.9989588756797245,1.0,0.0,0.78740553683009,0.78740553683009
1,remote_vpn,Full Access,0.8874673774190218,0.25,0.936973025314398,0.25,0.9426429616057563,0.25,0.9115972051699139,0.25,0.7979164626937385,0.78740553683009,0.9989588756797245,0.9048374180359595,0.07485353088478357,0.7219846719121884,0.7968382027969719
2,remote_vpn,Full Access,0.9124101899549044,0.24544591836103707,0.9306883064912681,0.2511854018653885,0.938881429973331,0.2522912017663914,0.8956657352757962,0.25107747800718294,0.7978076023661069,0.7968382027969719,0.9989588756797245,0.8187307530779818,0.14429187858896161,0.6531896190965418,0.7974814976855035
3,remote_vpn,Full Access,0.8257745233812286,0.24007654030948972,0.9166880458990894,0.25320212305834694,0.9523299671060865,0.2539537029534215,0.8860781547265106,0.252767633678742,0.7842651937144718,0.7974814976855035,0.9989588756797245,0.7408182206817179,0.20647748077428835,0.5809979453501578,0.7874754261244461
4,remote_vpn,Full Access,0.8412205933185746,0.2322842089055782,0.9347114057350574,0.25591169634686733,0.9295782135578902,0.25646635910417553,0.8867710129732176,0.25533773564337897,0.786259963315809,0.7874754261244461,0.9989588756797245,0.6703200460356393,0.2593445708857972,0.5270458148058332,0.7863903856916304
5,remote_vpn,Full Access,0.836478313794879,0.2337940797510881,0.9495984600584617,0.2556006184015637,0.9485485220377662,0.25564739796606817,0.9144579463082088,0.2549579038812801,0.7948494867798681,0.7863903856916304,0.9989588756797245,0.6065306597126334,0.30909836105214766,0.4821005835888415,0.7911989446409892
6,remote_vpn,Full Access,0.8925808020676108,0.23533404074506423,0.9271762372161665,0.2545037241518645,0.9389720630801281,0.25588298010839144,0.892591075058204,0.2542792549946798,0.7942665211905753,0.7911989446409892,0.9989588756797245,0.5488116360940264,0.3566080970494708,0.43590270898931033,0.7925108060387811
7,remote_vpn,Full Access,0.8174338160176075,0.23511886021719108,0.927695945164692,0.25462706943882574,0.9368727783445308,0.25585985817575374,0.8922113674044285,0.2543942121682295,0.7836952273162573,0.7925108060387811,0.9989588756797245,0.49658530379140947,0.3985462180533066,0.3891715325367213,0.7877177505900279
8,remote_vpn,Full Access,0.8270764302255265,0.23297887682551727,0.9384726606948048,0.25540154792917613,0.9499403314891757,0.2564705166683262,0.9022764988323078,0.2551490585769804,0.7903540880625693,0.7877177505900279,0.9989588756797245,0.44932896411722156,0.43332173771680205,0.3551289836749656,0.7884507213917676
9,remote_vpn,Full Access,0.8571160636487003,0.23327409107860406,0.941500981908814,0.25533191600971333,0.9423628017422381,0.2562066933812623,0.9035990393355738,0.2551872995304203,0.7938650426491584,0.7884507213917676,0.9989588756797245,0.4065696597405991,0.4674034476113529,0.3227614402698245,0.7901648878811773
10,remote_vpn,Full Access,0.8016135070590414,0.23490029243330718,0.9216385208378668,0.2546928955319905,0.9353495887013823,0.25570281772636383,0.9035997619157725,0.2547039943083385,0.7820986156110563,0.7901648878811773,0.9989588756797245,0.36787944117144233,0.49895945026994465,0.2877180016519541,0.7866774519218988
11,remote_vpn,Full Access,0.8635758586841698,0.230738027763801,0.9300720680903307,0.2560866103345812,0.9375552532670339,0.2571108693577985,0.9074657706217393,0.25606449254381936,0.7929828960668613,0.7866774519218988,0.9989588756797245,0.33287108369807955,0.5242688780323378,0.2639610759678177,0.7882299540001555
12,remote_vpn,Full Access,0.8118958381180869,0.232729926634463,0.922814821837029,0.255389746054786,0.9437072940768783,0.25633272239882493,0.899216254690058,0.255547604911926,0.7844929208172087,0.7882299540001555,0.9989588756797245,0.301194211912202,0.5502461824614147,0.23628472703624068,0.7865309094976554
13,remote_vpn,Full Access,0.8408684937362594,0.2393233501641739,0.9179432650972488,0.25306466219887713,0.9302647536569502,0.2541843048791256,0.89382353315853,0.2534276827578234,0.7844180670797027,0.7865309094976554,0.9989588756797245,0.2725317930340126,0.5715805238665759,0.21377886230950574,0.7853593861760816
14,remote_vpn,Full Access,0.8535547799665875,0.23944570002636106,0.9158644728666554,0.25292907985515417,0.9435393337923106,0.25405909242099367,0.9136129468629068,0.25356612769749115,0.7908734331739093,0.7853593861760816,0.9989588756797245,0.24659696394160643,0.5910761208587599,0.195026987482761,0.786103108341521
15,remote_vpn,Full Access,0.8349252926366674,0.23914649369154176,0.9476838585512679,0.2526027616924518,0.9324728161593817,0.25444331018615113,0.9167306607419865,0.2538074344298553,0.7918651528960204,0.786103108341521,0.9989588756797245,0.22313016014842982,0.6100639814742167,0.1766889983816499,0.7867529798558666
16,remote_vpn,Full Access,0.8505611843476846,0.23910282924715878,0.9602942620830741,0.252775637067278,0.9522582929798455,0.25447890574775267,0.8910476191240411,0.25364262793781056,0.7950551438853097,0.7867529798558666,0.9989588756797245,0.20189651799465538,0.6272565600243655,0.16051886516418376,0.7877754251885493
17,remote_vpn,Full Access,0.8716432735149697,0.24464956311342353,0.9108633556825922,0.24966969891472093,0.9406416093879226,0.2531019973849048,0.9132452196862597,0.25257874058695073,0.7919737249474923,0.7877754251885493,0.9989588756797245,0.1826835240527346,0.6431914941383217,0.14468055103057903,0.7878720451689007
18,remote_vpn,Full Access,0.8691639414475414,0.24372503909639404,0.9364949105150464,0.24926254797987113,0.9423332496202144,0.2537501340560274,0.8907907197505798,0.25326227886770747,0.7923294790177863,0.7878720451689007,0.9989588756797245,0.16529888822158653,0.656952989467322,0.13097118198682894,0.787924171454151
19,remote_vpn,Full Access,0.8317080354270812,0.24305866396053838,0.9399186568678578,0.2495942083010536,0.9473276193699223,0.25424005593516497,0.9064846616999795,0.2531070718032431,0.7906752340411908,0.787924171454151,0.9989588756797245,0.14956861922263504,0.6693778092394895,0.11826020300907471,0.7876380122485642
20,remote_vpn,Full Access,0.8014010321578634,0.24308972144035626,0.9442808373757091,0.2496824573157686,0.9522821593186013,0.2541347209081556,0.8916790613266481,0.2530931003357196,0.7855456258879449,0.7876380122485642,0.9989588756797245,0.1353352832366127,0.6803337485520311,0.10631203977482721,0.7866457883268583
21,remote_vpn,Full Access,0.8795128402221644,0.2432268785835189,0.924596155874374,0.24970273449230082,0.9366011416137404,0.2541129935689236,0.9018218984560905,0.2529573933552567,0.7928582307749923,0.7866457883268583,0.9989588756797245,0.1224564282529819,0.6895972500588959,0.09709058705168401,0.78668783711058
22,remote_vpn,Full Access,0.8259885706721627,0.24170348792344098,0.9377725429903511,0.25010000396712856,0.9378204989377674,0.25462925325252367,0.888602600222897,0.25356725485690673,0.7855040407011875,0.78668783711058,0.9989588756797245,0.11080315836233387,0.6987920524748749,0.08703632861606683,0.7858283810909417
23,remote_vpn,Full Access,0.8298693066454571,0.24305145346433008,0.9456418204372092,0.24991980947497255,0.9435550209194865,0.2542253140457948,0.9126448949183044,0.25280342301490255,0.7916185526250348,0.7858283810909417,0.9989588756797245,0.1002588437228037,0.706306017474704,0.07936676075570542,0.7856727782304094
24,remote_vpn,Full Access,0.8168044753004858,0.24251021184792002,0.9280381241161313,0.2503147922504356,0.9473651687919113,0.25454801315033315,0.8764072108867744,0.25262698275131124,0.782315280668501,0.7856727782304094,0.9989588756797245,0.09071795328941247,0.7136543745439058,0.07097004108927868,0.7846244156331845
25,remote_vpn,Full Access,0.868342128308395,0.24156595225284488,0.929654800267846,0.2515997643947115,0.9400533945810424,0.25489318034335245,0.9099377563284616,0.25194110300909117,0.7938391004731281,0.7846244156331845,0.9989588756797245,0.0820849986238988,0.7194686845369527,0.06516228146993379,0.7846309660068864
26,remote_vpn,Full Access,0.83867023466433,0.24032109301236987,0.9324141383873241,0.25187337124388937,0.9428720457928639,0.25527289170130524,0.911028231228318,0.2525326440424357,0.7907598216225583,0.7846309660068864,0.9989588756797245,0.07427357821433388,0.7255973921684401,0.05873256146003579,0.7843299536284759
27,remote_vpn,Full Access,0.8407479472706838,0.23994610273962466,0.9207155881870979,0.25310576563917725,0.9419266064729866,0.25502559489826454,0.9008745405445582,0.25192253672293347,0.7876647300702323,0.7843299536284759,0.9989588756797245,0.06720551273974976,0.7308569509608249,0.05293541205138655,0.7837923630122114
28,remote_vpn,Full Access,0.8239585198953789,0.24115910148516603,0.9212894679784054,0.25312854318804867,0.9434489624202999,0.25418115165234156,0.8997279506476952,0.2515312036744437,0.7853582777819793,0.7837923630122114,0.9989588756797245,0.06081006262521795,0.7353634975901534,0.04775768605515548,0.7831211836453089
29,remote_vpn,Full Access,0.8260206689196281,0.2425477438690294,0.9247878314795585,0.252383642375016,0.9508290081125389,0.2537646833208673,0.9065291202092733,0.2513039304350873,0.7882182979816358,0.7831211836453089,0.9989588756797245,0.05502322005640721,0.7392608698067213,0.043370308862330294,0.7826311786690516
0,public_wifi,Limited Access,0.29241155683846576,0.25,0.5618120558400085,0.25,0.7767685042601756,0.25,0.7245812532532274,0.25,0.5695107927552453,0.5,0.9989588756797245,1.0,0.0,0.5695107927552453,0.5695107927552453
1,public_wifi,Limited Access,0.35637366535923565,0.25,0.5939112089722498,0.25,0.7803127594176611,0.25,0.7174339639612795,0.25,0.587287239415945,0.5695107927552453,0.9989588756797245,0.9048374180359595,0.05413969259898818,0.5313994693585901,0.5855391619575783
2,public_wifi,Limited Access,0.21143338785183144,0.2337866658456884,0.5878120325790477,0.251226758900215,0.7459113218131729,0.2576171785173866,0.7334369795863763,0.25736939673671005,0.5619669950308819,0.5855391619575783,0.9989588756797245,0.8187307530779818,0.10602973774312402,0.4600996610466044,0.5661293987897285
3,public_wifi,Limited Access,0.36714919351242326,0.20031081026070152,0.5541244189117032,0.26562162362978875,0.7190530391591701,0.2644552522692293,0.6919113516689471,0.26961231384028045,0.5774312658129874,0.5661293987897285,0.9989588756797245,0.7408182206817179,0.14657766028882058,0.4277716029055694,0.5743492631943901
4,public_wifi,Limited Access,0.26071552456298785,0.19985754470408493,0.6324717408245788,0.26920377196000306,0.7088343851396826,0.2605981602107781,0.6930178760910628,0.27034052312513385,0.5757136374857493,0.5743492631943901,0.9989588756797245,0.6703200460356393,0.18915430026153396,0.38591239198279287,0.5750666922443268
5,public_wifi,Limited Access,0.2769609069064821,0.20880103963233365,0.5338004505928413,0.2603040358787913,0.7496051826267407,0.25836132358742514,0.7113533693136794,0.2725336009014498,0.5676037482644003,0.5750666922443268,0.9989588756797245,0.6065306597126334,0.226035535660915,0.3442690758901702,0.5703046115510852
6,public_wifi,Limited Access,0.23359519222972566,0.21556750600036148,0.5711515863421883,0.25261375125241914,0.7718978717505968,0.259921518834744,0.717058385245904,0.27189722391247534,0.5723076015001313,0.5703046115510852,0.9989588756797245,0.5488116360940264,0.2570469079127156,0.3140890711283351,0.5711359790410507
7,public_wifi,Limited Access,0.2506623333567007,0.21413156887120074,0.6118475657289342,0.2548370855626925,0.7118875514808213,0.2594335781541174,0.7121515161981794,0.2715977674119893,0.5701747732271496,0.5711359790410507,0.9989588756797245,0.49658530379140947,0.2872189031449556,0.2831404129772021,0.5703593161221576
8,public_wifi,Limited Access,0.09529655564387536,0.21762243131370268,0.593694892711527,0.2536444446930309,0.7100487385355118,0.25703912136113904,0.6914445334069196,0.27169400263212745,0.5345505786381962,0.5703593161221576,0.9989588756797245,0.44932896411722156,0.3137533587378182,0.2401890577677621,0.5539424165055803
9,public_wifi,Limited Access,0.09639556390617032,0.18257063064110413,0.5519112779045078,0.26694199563285426,0.7418899131113768,0.26743367506630145,0.7707441092012406,0.2830536986597401,0.5676338833249341,0.5539424165055803,0.9989588756797245,0.4065696597405991,0.32838399183126876,0.2307827148006534,0.5591667066319221
10,public_wifi,Limited Access,0.3434351313613618,0.16778880970992668,0.5759891283116106,0.273867992175687,0.7363304970945015,0.2764473981289483,0.7509810877186722,0.281895799985438,0.6041722713872822,0.5591667066319221,0.9989588756797245,0.36787944117144233,0.3530927744694658,0.22226255756923438,0.5753553320387002
11,public_wifi,Limited Access,0.40217750729618584,0.16197576789895707,0.6000139592585861,0.2760674319826464,0.7644534643522926,0.28145924343071005,0.6605974623555535,0.28049755668768644,0.6041914919418998,0.5753553320387002,0.9989588756797245,0.33287108369807955,0.38343655797039344,0.2011178766838597,0.5845544346542532
12,public_wifi,Limited Access,0.26931305427995345,0.15461081756358222,0.5861628678051183,0.27978357197267734,0.7604917970486084,0.2888457729162723,0.737392339380066,0.276759837547468,0.6041243531317586,0.5845544346542532,0.9989588756797245,0.301194211912202,0.40806473349188377,0.18195875843848888,0.5900234919303726
13,public_wifi,Limited Access,0.313185572450136,0.15614885474112855,0.5431605394621272,0.27988987567001056,0.786806237151298,0.2875843191558444,0.728141186588436,0.27637695043301647,0.6030711265129878,0.5900234919303726,0.9989588756797245,0.2725317930340126,0.42877645689289223,0.1643560554356264,0.5931325123285186
14,public_wifi,Limited Access,0.535674535355986,0.16335833782053658,0.556193645233517,0.2774261581619118,0.8153801470274122,0.28249816634422553,0.7142769443855419,0.2767173376733261,0.6326296651858986,0.5931325123285186,0.9989588756797245,0.24659696394160643,0.44640259060168425,0.15600455473423758,0.6024071453359219
15,public_wifi,Limited Access,0.40113382601728265,0.12308912273406701,0.5941605627291465,0.2976780557924889,0.7618507486214857,0.28819543655199276,0.7005672332802522,0.2910373849214513,0.6188212950749943,0.6024071453359219,0.9989588756797245,0.22313016014842982,0.46750470472950606,0.13807769467334222,0.6055823994028483
16,public_wifi,Limited Access,0.24963751331324172,0.11758720763632975,0.5735085910252412,0.30240496206142065,0.8001938104899404,0.2889454716685752,0.7309025397819781,0.29106235863367436,0.617993366506369,0.6055823994028483,0.9989588756797245,0.20189651799465538,0.4828142280825193,0.1247707088414308,0.6075849369239501
17,public_wifi,Limited Access,0.3572457261571463,0.11878183969633431,0.5304020481720141,0.30362175774236816,0.7192763109722154,0.28581284650612443,0.7058997279227369,0.29178355605517303,0.5922875019887728,0.6075849369239501,0.9989588756797245,0.1826835240527346,0.4960721684133766,0.10820116811570007,0.6042733365290767
18,public_wifi,Limited Access,0.2663120363549536,0.11857387088233781,0.6029023292734916,0.3021674947947897,0.7088564950936335,0.287652428141988,0.6872976314235213,0.29160620618088445,0.595560495690879,0.6042733365290767,0.9989588756797245,0.16529888822158653,0.5038624955947857,0.09844548780639928,0.602307983401185
19,public_wifi,Limited Access,0.2076018416966286,0.139967638661764,0.5368414124747193,0.294231917319861,0.7518137937176845,0.28113360450112906,0.7608330243289289,0.284666839517246,0.5935045800265181,0.602307983401185,0.9989588756797245,0.14956861922263504,0.5116883236015821,0.08876966053687621,0.6004579841384583
20,public_wifi,Limited Access,0.3704919580670978,0.16498854004813082,0.5893375874672491,0.28322875598668473,0.7602253617889125,0.2732986312768185,0.6982234995876665,0.278484072688366,0.603490258282258,0.6004579841384583,0.9989588756797245,0.1353352832366127,0.5186542864160224,0.08167352503516594,0.6003278114511883
21,public_wifi,Limited Access,0.33883721094129415,0.16358359944227613,0.5453911350232299,0.28171422975746346,0.8100620932285366,0.27425887158844464,0.7258434669755429,0.28044329921181593,0.6074234964862686,0.6003278114511883,0.9989588756797245,0.1224564282529819,0.526265333208141,0.07438291181664615,0.6006482450247871
22,public_wifi,Limited Access,0.201039884724112,0.16640103509874357,0.6147994243907902,0.2805765159472784,0.7252847385704787,0.26709085428181834,0.7141673279673337,0.28593159467215973,0.584466927270912,0.6006482450247871,0.9989588756797245,0.11080315836233387,0.5335384636146394,0.06476078149994553,0.598299245114585
23,public_wifi,Limited Access,0.3466062527661463,0.1584185081400087,0.566696918800589,0.28087654169314374,0.7880615025055506,0.2682999445119321,0.7699125062272435,0.29240500565491545,0.6197182774776048,0.598299245114585,0.9989588756797245,0.1002588437228037,0.5377540023285313,0.06213223793379228,0.5998862402623236
24,public_wifi,Limited Access,0.2546909850424225,0.15906485970104167,0.5760606693571875,0.2842706681301192,0.7384707513436304,0.26964040859932364,0.7406608028453306,0.2870240635695155,0.5936191783873583,0.5998862402623236,0.9989588756797245,0.09071795328941247,0.5448978906411267,0.05385191689664378,0.5987498075377705
25,public_wifi,Limited Access,0.6871298232836407,0.19795627500051652,0.5970649817135967,0.2697581204437174,0.7594428366810109,0.26122699309984715,0.6655858317948251,0.2710586114559189,0.6353046751275953,0.5987498075377705,0.9989588756797245,0.0820849986238988,0.5490292269943149,0.05214898338360513,0.60117821037792
26,public_wifi,Limited Access,0.154158449068947,0.11576869221628872,0.6362131812111704,0.29964209945360337,0.7635668926391558,0.29057373465134856,0.7462785882165233,0.2940154736787594,0.6212570842570895,0.60117821037792,0.9989588756797245,0.07427357821433388,0.5559471402188837,0.046142986638777944,0.6020901268576616
27,public_wifi,Limited Access,0.23742324338541254,0.10845049531428784,0.5876058321530271,0.2943165131818007,0.8149682155201114,0.3003513695548949,0.6778374314283901,0.2968816219490166,0.6169435926352549,0.6020901268576616,0.9989588756797245,0.06720551273974976,0.5610416283135443,0.041462010474555604,0.6025036387880999
28,public_wifi,Limited Access,0.3983985635119808,0.10752124789361651,0.6153174097772136,0.30260492004832434,0.7751017445160511,0.2962269395142589,0.7327655632151234,0.2936468925438002,0.6374817282299023,0.6025036387880999,0.9989588756797245,0.06081006262521795,0.5652762185986095,0.038765303816092535,0.6040415224147021
29,public_wifi,Limited Access,0.3914708057740969,0.10493144571950323,0.6037597371610472,0.2986731203276068,0.7114312905325708,0.30241022864232847,0.7306691827739988,0.29398520531056166,0.6204376656414363,0.6040415224147021,0.9989588756797245,0.05502322005640721,0.5702109336144808,0.03413847820787235,0.6043494118223531
0,byod,Limited Access,0.9208803273786218,0.25,0.4445714935263663,0.25,0.201819637315451,0.25,0.7271876514966871,0.25,0.5580042947305549,0.5,0.9989588756797245,1.0,0.0,0.5580042947305549,0.5580042947305549
1,byod,Limited Access,0.9098909101613182,0.25,0.4480311262053165,0.25,0.4543155498797153,0.25,0.5421824083103137,0.25,0.5695279050534596,0.5580042947305549,0.9989588756797245,0.9048374180359595,0.05304584455629563,0.5153301591080015,0.5683760036642971
2,byod,Limited Access,0.9026594167286668,0.3413057073603532,0.4803852503553693,0.34223376610322115,0.5300970474029759,0.13197970516848745,0.5396742250471526,0.18448082136793825,0.6151926629545715,0.5683760036642971,0.9989588756797245,0.8187307530779818,0.10292182406131947,0.5036771522288453,0.6065989762901648
3,byod,Limited Access,0.9019406209273372,0.3464336312957954,0.5200176655723463,0.3395443791000747,0.2803851430597184,0.11731511082088611,0.546242590285395,0.1967068787832438,0.6082784833289232,0.6065989762901648,0.9989588756797245,0.7408182206817179,0.15705571706448412,0.45062378369870687,0.607679500763191
