Step,Scenario,Decision,Network_Param_Anomalies_Score,Network_Param_Anomalies_Weight,Network_Param_ProtocolScore_Score,Network_Param_ProtocolScore_Weight,Network_Param_NodeReputation_Score,Network_Param_NodeReputation_Weight,Network_Score,Data_Param_Integrity_Score,Data_Param_Integrity_Weight,Data_Param_Freshness_Score,Data_Param_Freshness_Weight,Data_Param_Authenticity_Score,Data_Param_Authenticity_Weight,Data_Score,Device_Param_Identity_Score,Device_Param_Identity_Weight,Device_Param_Reputation_Score,Device_Param_Reputation_Weight,Device_Param_Compliance_Score,Device_Param_Compliance_Weight,Device_Score,App_Param_VulnerabilityScore_Score,App_Param_VulnerabilityScore_Weight,App_Param_Consistency_Score,App_Param_Consistency_Weight,App_Param_AccessCompliance_Score,App_Param_AccessCompliance_Weight,App_Score,Network_Weight,Data_Weight,Device_Weight,App_Weight,Belief_Safe,Belief_Unsafe,Uncertainty,Trust_Score
10,corporate_office,Full Access,0.945942605802153,0.3353862193112033,0.9202652638765401,0.3338610619008496,0.9503655313205016,0.3307527187879471,0.9388328358002671,0.8538659751852865,0.33324747798996734,0.8818491582302928,0.33375177794794725,0.9754038756479626,0.3330007440620854,0.903677623565015,0.9167317990020504,0.33257175924415233,0.9929150516157672,0.33382996878423177,0.9313947337137138,0.33359827197161585,0.9470555815258123,0.9256317353121825,0.3337063895312136,0.8597487671153832,0.3385237537826374,0.937073868277847,0.327769856686149,0.9070791718901995,0.2509520816119254,0.24972433081831238,0.250975437623567,0.2483481499461952,0.9999747629026404,1.740550595852571e-05,7.831591399831694e-06,0.9999786786983403
11,corporate_office,Full Access,0.956748704075323,0.3351690003486097,0.933995231422228,0.3338603218092719,0.9461929580701728,0.3309706778421184,0.9456585799626285,0.8664339355051042,0.33305949245739525,0.8519825242805158,0.33310739749770996,0.942091079278398,0.3338331100448948,0.8868769231248648,0.9056628667659116,0.3326682733915857,0.9845355618499088,0.3335116362458224,0.9329629670762642,0.3338200903625918,0.941081150311003,0.919576136452329,0.33481488075796506,0.8688389580145076,0.33996058129511253,0.9435511141660421,0.3252245379469224,0.9101247468265635,0.25071351693432714,0.2497119962747503,0.25093490039782584,0.24863958639309666,0.9999904045111051,6.911476549517539e-06,2.6840123438232055e-06,0.9999917465172771
12,corporate_office,Full Access,0.9573707240294089,0.33491516756536793,0.9195589678580167,0.33379453327198627,0.9516982623840486,0.3312902991626458,0.9428701350105048,0.8573976849341999,0.3336099151893994,0.8708690734876852,0.3330459141085723,0.9243069242479444,0.33334417070202826,0.8841880807406508,0.908402571365575,0.33269695280428635,1.0,0.33313905371625985,0.9409440100149465,0.33416399347945386,0.9497914291563307,0.8881583959824434,0.3348177072035243,0.8738953974820249,0.3412785502773677,0.868899633678079,0.32390374251910803,0.8770527553449428,0.25083225384003893,0.24989437078026458,0.2511206893122802,0.24815268606741633,0.9999962889423852,2.7841869805875954e-06,9.268706324672138e-07,0.9999967523777015
13,corporate_office,Full Access,0.9542978289805844,0.3353396590326546,0.893185203212918,0.3310720649630973,0.9393124679366213,0.333588276004248,0.9290662050164091,0.8557106285351467,0.3339592356171636,0.8369913654998473,0.3329522437521317,0.9254325652694888,0.3330885206307046,0.872701584668507,0.8881638865751952,0.33213840808775413,0.9878180072092079,0.333661511361586,0.9503148712427397,0.33420008055065986,0.9421854951615458,0.8877002148927469,0.33534886314366685,0.8561253953393608,0.34073954773908144,0.8982270270912345,0.32391158911725176,0.880351181625734,0.25111932598041403,0.2495086591849887,0.251444795156623,0.24792721967797438,0.9999985399532239,1.1375516193232533e-06,3.224951551361599e-07,0.9999987012008014
14,corporate_office,Full Access,0.9555362417179822,0.33520731222128913,0.9236028530303889,0.33123640382373304,0.9499758460109006,0.33355628395497783,0.9431040359578249,0.8188640599058444,0.33073727715518714,0.8678282441314055,0.33454689410098626,0.9394590492407121,0.33471582874382655,0.8756099274582676,0.9039010873692219,0.33280246687913834,0.9935696321145308,0.3333339818388731,0.9414722850132926,0.3338635512819886,0.9463343139062399,0.8524227585346382,0.33116817293197903,0.8844879015287956,0.3454255620436707,0.9597476717665548,0.3234062650243504,0.8982084279078024,0.25119391422076837,0.2492749946893464,0.25153360127772467,0.24799748981216063,0.9999994383871718,4.5051565856267113e-07,1.110971677986683e-07,0.9999994939357556
15,corporate_office,Full Access,0.9443847173048551,0.3348217000936293,0.9267966577596185,0.3311048556839068,0.9522010470226616,0.33407344422246393,0.9411724535773757,0.8620021125395757,0.3304216272866663,0.857836771427486,0.33412420513285707,0.9411744216828639,0.33545416758047664,0.8871690523104774,0.9010120383230185,0.33295143923844456,1.0,0.3332921718244506,0.929289221323922,0.33375638893710485,0.9434416415425103,0.8985769488403891,0.334276998727983,0.8349426725407819,0.3408745255845325,0.9095986995697541,0.32484847568748443,0.880466044019687,0.25102242338237174,0.24906090972309095,0.25120181783847373,0.24871484905606375,0.999999782582315,1.7903738396240506e-07,3.83802989389892e-08,0.9999998017724645
16,corporate_office,Full Access,0.9328710253270117,0.33450796426909707,0.9417702751116015,0.3308324011025857,0.9628452468466501,0.33465963462831727,0.9458463475232897,0.873479805885506,0.3309545505188513,0.83624523136159,0.33351501502877,0.9186649239725343,0.3355304344523787,0.8762224985060949,0.8960630673761457,0.3328736700245631,0.9932752928926089,0.33344517447344924,0.9342758046943818,0.3336811555019878,0.9412288852176781,0.8933568990209353,0.3354492448961619,0.8386366700476778,0.33931243680497464,0.9193143411979979,0.32523831829886346,0.883231999626501,0.25100822483383217,0.24900623969329924,0.2512779379259939,0.24870759754687466,0.99999991555551,7.116589603212579e-08,1.327859189270697e-08,0.9999999221948059
17,corporate_office,Full Access,0.9440207923392855,0.3345270412503645,0.9181935990546021,0.3307970138577384,0.9552866558541716,0.3346759448918971,0.9392476474412532,0.879787772931908,0.3315582041621036,0.870964620094636,0.33559839202120545,0.9686529231051865,0.3328434038166909,0.9064049160915175,0.8998164521688415,0.3330713194407254,0.992778310955224,0.3335244939171909,0.9275426276106838,0.3334041866420838,0.9400655320460543,0.9007030200273148,0.33551393988604544,0.895415067080888,0.3368618049202722,0.9133164035334447,0.32762425519368243,0.9030541610301162,0.25140089464566945,0.24840330329026253,0.25154792777457446,0.24864787428949364,0.99999996798999,2.746547989473393e-08,4.544527865135706e-09,0.999999970262254
18,corporate_office,Full Access,0.9561299117633901,0.334060022001715,0.9252756770328008,0.3312098251519915,0.944138891717679,0.3347301528462935,0.9418969301003892,0.8861042718457237,0.33276183843925744,0.875797481225521,0.33553879589673624,0.9203663477365444,0.3316993656640062,0.8940106525707783,0.8880505982196631,0.332590295492093,0.9949198447700132,0.3341020658731523,0.9352771137157356,0.33330763863475465,0.939496792631386,0.8926896213313245,0.336313723465745,0.8956551241998599,0.33453892536016305,0.9078676037689868,0.329147351174092,0.8986774901896402,0.25124027759772366,0.24885548224102044,0.2514568651527617,0.24844737500849406,0.9999999877630061,1.0675797298141063e-08,1.5611941739379631e-09,0.9999999885436032
19,corporate_office,Full Access,0.9525665310680801,0.33435709098724925,0.9045437122606418,0.3306003819142891,0.9513414159602965,0.3350425270984617,0.936279703168042,0.8753673977189098,0.33272508971127956,0.8622815863913342,0.3360745084971163,0.921104856823577,0.33120040179160404,0.8861178549411016,0.8963949855472688,0.33246383749975605,0.9921423664968764,0.33414776921180994,0.931290850307095,0.33338839328843417,0.9400226355841426,0.8951262503524445,0.33729160925568663,0.8917468535409031,0.3340428187675079,0.8947189101991357,0.3286655719768055,0.8938635084313069,0.2511924416635782,0.24886025335081532,0.25147275464833063,0.24847455033727586,0.9999999952735984,4.187633294088504e-09,5.387658097433246e-10,0.9999999955429814
20,corporate_office,Full Access,0.9468983927616127,0.3348217209393978,0.9230551144255458,0.33102248623769154,0.9713946156772688,0.33415579282291064,0.9471912862762983,0.8474777607224764,0.33097138842490204,0.8689783861987109,0.336048396769845,0.9600539132372888,0.33298021480525286,0.8921886428896448,0.9004982928141219,0.3337070263611013,0.9991476564850632,0.33431838867926816,0.9116765655100031,0.33197458495963056,0.9371894915596068,0.891995742822503,0.33915272648945893,0.8552267756872233,0.3322376013907762,0.9225741566476237,0.3286096721197648,0.8898280719168767,0.2508399704145329,0.2492367062611983,0.251189396726435,0.2487339265978339,0.9999999981850357,1.6295069382302863e-09,1.854547626578551e-10,0.9999999982777631
21,corporate_office,Full Access,0.9531050856506585,0.33490954870959877,0.9266997071367897,0.331450593118497,0.9386464534307191,0.33363985817190417,0.939529031277498,0.8697561431493109,0.3308629428784397,0.851980304926511,0.336060540049987,0.9393438127292509,0.3330765170715733,0.8869604039711294,0.902352368162408,0.33407605346961466,1.0,0.33480955252658817,0.9141697388101925,0.3311143940037972,0.9389586296039927,0.9228725401289046,0.33783072953819715,0.8815719470840281,0.3311517303261357,0.9116477937494064,0.33101754013566725,0.9054801893434099,0.25078860529712776,0.249134563832086,0.2510659319848313,0.24901089888595498,0.9999999993048153,6.314178801695101e-10,6.376410510711139e-11,0.9999999993366974
22,corporate_office,Full Access,0.9284681786299843,0.33429830038391245,0.9188439707531922,0.33185931863151724,0.9601553408941019,0.33384238098457036,0.9358528132585215,0.8227370300381972,0.32769435307980604,0.8721035312550008,0.33738877799705086,0.9413560407733214,0.3349168689231431,0.879120241227893,0.8798310853182811,0.3336378435772258,0.9899247835545419,0.33493302123439384,0.9243037806366947,0.33142913518838035,0.9314446472362978,0.8799623248972338,0.3356578028619817,0.8689495752603188,0.3294641678274049,0.9008250400633359,0.3348780293106133,0.8833204834435089,0.2507125832710836,0.24898441970385166,0.2509908207379758,0.249312176287089,0.9999999997273022,2.5053903324931947e-10,2.2156054768629474e-11,0.9999999997383803
23,corporate_office,Full Access,0.9440702420206761,0.3335405102336951,0.917806114950797,0.33349013628134916,0.9677667689906029,0.33296935348495577,0.9432016319698469,0.8552737469506294,0.32877780079838437,0.8471379142498477,0.3397701164516036,0.9808283304689535,0.3314520827500121,0.8941247623324129,0.9156676310999365,0.3332745346178758,0.996720057053968,0.3356222261901259,0.9560366930509262,0.33110323919199824,0.956236953911854,0.887739800953809,0.3362273349086515,0.83781062600503,0.32745803500931525,0.9171832958548751,0.3363146300820333,0.8812923695314198,0.25099956254322403,0.2493037923573035,0.25036461114336134,0.24933203395611128,0.9999999998957894,9.659717795511507e-11,7.61068985610791e-12,0.9999999998995946
24,corporate_office,Full Access,0.9457405316789743,0.3338984174592667,0.9217726871951402,0.3335039775184764,0.9431092537289599,0.3325976050222568,0.9368720034667486,0.8444828322858787,0.33200061666211395,0.8522026772532393,0.33825637127291897,0.9539527759265636,0.32974301206496703,0.8831910679779892,0.8990083017433264,0.3331987568732738,0.9957759263613818,0.3354472500208271,0.9288126572110461,0.33135399310589914,0.9413445275086774,0.9241175002968977,0.33697839964372167,0.8524800422628239,0.32537351425633404,0.9440992051413153,0.33764808609994434,0.9075553532216921,0.2509998195080122,0.24966548172063596,0.25046296060437523,0.24887173816697652,0.9999999999600344,3.7344568530978755e-11,2.618127936671044e-12,0.9999999999613435
25,corporate_office,Full Access,0.9616960368637422,0.3333746312098277,0.9139568797198705,0.3336985454013988,0.9568915107596608,0.33292682338877355,0.9441659939524232,0.8371033883046402,0.3320174185862708,0.8342857327443641,0.3381085747915459,0.9689703732738127,0.32987400662218325,0.8796502054718699,0.9157095180398851,0.33256780949406806,1.0,0.3357647629790892,0.9295294513331587,0.3316674275268427,0.9485949134605888,0.9105369012274102,0.3388589035564252,0.9008988264082357,0.3278468623107323,0.9623690387065608,0.33329423413284254,0.9246524412038095,0.2514726853765822,0.249984966331961,0.25083786717167933,0.24770448111977766,0.9999999999849194,1.4183237111751006e-11,8.942846463355636e-13,0.9999999999853665
26,corporate_office,Full Access,0.9522417920998999,0.333215252062844,0.9210440525199298,0.334449926487409,0.9521217900035933,0.3323348214497469,0.9417678295155558,0.8206184798260032,0.32928212657284783,0.8894344448722896,0.337502733798722,0.9508584772468702,0.3332151396284303,0.887241995083923,0.910486966931978,0.3323474292374762,0.9984251754819201,0.33584582755168185,0.9322026188336984,0.331806743210842,0.947226047090056,0.9151700678414256,0.33799174678319976,0.8635316656726153,0.33090406836215747,0.9444315560451443,0.3311041848546428,0.9077713116793711,0.25136133143938216,0.2501753465137205,0.25059155286419615,0.2478717691827013,0.999999999994265,5.425164359690671e-12,3.064215547965432e-13,0.9999999999944182
27,corporate_office,Full Access,0.9498172811610858,0.33344078653845427,0.9200630311268015,0.33460553347698546,0.9404404428623344,0.33195367998456027,0.9367486684752657,0.8693879814846888,0.33076216055144764,0.8412384171942506,0.3366286024485914,0.9739363556434064,0.33260923699996103,0.8946857879565794,0.8970283433072781,0.33239837786084486,1.0,0.3359362469921358,0.938309489313485,0.3316653751470192,0.9453117819798411,0.9062370559038814,0.33799376933933334,0.8816263706087814,0.3322531258799288,0.8987726299804789,0.3297531047807378,0.8955986611608893,0.25115955398688067,0.25071985886103265,0.25041172186271965,0.247708865289367,0.9999999999978031,2.0882952993217264e-12,1.0536016503692736e-13,0.9999999999978557
28,corporate_office,Full Access,0.9719445232310285,0.3326426763928145,0.9038902850795817,0.3347691472628139,0.9637189667264192,0.3325881763443715,0.9464263411201626,0.8212290372258699,0.33075898319991837,0.8424157095641177,0.3351883010395734,0.9454259935448146,0.3340527157605084,0.8698188924791421,0.893910128234114,0.33264213126294423,1.0,0.335783343571403,0.9337889319146239,0.33157452516565283,0.942756135489264,0.8781843404168211,0.3379496692562124,0.8642898044563743,0.33550619211462884,0.9651218478322561,0.3265441386291588,0.9019115710390712,0.25123683920809103,0.2503223621989502,0.25059633995258396,0.24784445864037485,0.9999999999991512,8.087897465619935e-13,3.630429290524262e-14,0.9999999999991694
29,corporate_office,Full Access,0.9673423975985181,0.3319234179721377,0.924569995441898,0.33536334032835774,0.9520949845497308,0.3327132416995046,0.9479250857144128,0.8515647310166714,0.3316101785781982,0.8725811786082369,0.332517070185896,0.9615438201067115,0.3358727512359058,0.8954920378266247,0.89485150830068,0.3326130307674843,1.0,0.33589017588113146,0.9359626994477266,0.3314967933513844,0.9437980817073022,0.9052317989676736,0.33680373223791776,0.8826565431465959,0.3353210556731911,0.9472527565639951,0.32787521208889114,0.9114394707377297,0.2513157831109594,0.250208213452509,0.2507392280893217,0.24773677534720995,0.9999999999996776,3.0614643477888686e-13,1.2434497875801753e-14,0.9999999999996838
0,remote_vpn,Full Access,0.8201545234930703,0.3333333333333333,0.8800122886890381,0.3333333333333333,0.8162242682775227,0.3333333333333333,0.8387970268198769,0.9445942421866197,0.3333333333333333,0.9286512790583056,0.3333333333333333,0.8818968138112484,0.3333333333333333,0.9183807783520578,1.0,0.3333333333333333,0.9683018546191196,0.3333333333333333,0.9862676462827616,0.3333333333333333,0.984856500300627,0.9029651213090187,0.3333333333333333,0.9540519179673199,0.3333333333333333,0.9019920953401689,0.3333333333333333,0.9196697115388358,0.25,0.25,0.25,0.25,0.6298318174702237,0.038772018681204494,0.33139616384857196,0.7955298993945097
1,remote_vpn,Full Access,0.9042251710497733,0.3136615812063899,0.8303447929164546,0.347644814489605,0.8761342119450231,0.33869360430400514,0.8690268125116495,0.9853793191101269,0.3336080211688483,0.88130437451211,0.3290407883979343,0.9165542082242412,0.33735119043321726,0.9279161841980722,0.9856829581776703,0.3335785793928046,0.9469517114708951,0.3315101878068815,0.992975632934655,0.334911232800314,0.9752855540011862,0.9289535048583453,0.3362475332335816,0.9272447705352687,0.33589057133618666,0.9434135876906816,0.32786189543023186,0.9331204672757933,0.24634937190305461,0.25140599854921136,0.25140174037959717,0.25084288916813696,0.859304311031742,0.026295408603597338,0.11440028036466099,0.9165044512140725
2,remote_vpn,Full Access,0.836220684184397,0.3300962168169192,0.7763837073019662,0.3171342704066707,0.8488444860076495,0.3527695127764102,0.8216976205960214,0.9485054121722798,0.33577101945631627,0.9090212776681712,0.33448794898888773,0.9375536954475524,0.3297410315547961,0.9316872146342916,0.997031164271587,0.3338499311995971,0.9446084402572481,0.33135539582920187,0.9864479783776616,0.3347946729712009,0.9761174175450205,0.8729681152067634,0.33022628917457003,0.911953251875991,0.3372949809867504,0.9500372714835413,0.3324787298386796,0.9117414613270183,0.24380340029964478,0.2523478584188059,0.25266561181778746,0.2511831294637618,0.9446707940565984,0.015264417232948456,0.04006478871045316,0.9647031884118249
3,remote_vpn,Full Access,0.8778192346277568,0.3442532149476969,0.9130708648528838,0.30174509521392795,0.8903211859682661,0.3540016898383752,0.8928819530473013,0.9473158849818855,0.33551308235019706,0.9276488471742967,0.332691623201429,0.9145514209795303,0.331795294448374,0.9299017312690103,0.9973815270279012,0.3337725607004229,0.9537760352008006,0.33195666824793374,0.9951556837454552,0.3342707710516434,0.982162358893401,0.9057090459475327,0.33247603026671646,0.9049768849573622,0.3337839274462911,0.9413970845977475,0.33374004228699256,0.9173751899049731,0.2373047111561735,0.2544428393874027,0.2547005403136193,0.25355190914280457,0.9792947147060272,0.0070051912578624346,0.013700094036110277,0.9861447617240824
4,remote_vpn,Full Access,0.8498224089685608,0.3481892208150835,0.8846404141450486,0.30783631767688724,0.9074766476040301,0.34397446150802935,0.8803722411592367,0.9497314764858594,0.33648851462500656,0.9208094411008612,0.33400965759891216,0.8839143086954793,0.3295018277760812,0.9183843602638772,1.0,0.33437872425992865,0.9347996772506143,0.3312295064651673,0.9803595843693391,0.33439176927490394,0.9718361359423202,0.8697171186550874,0.33206412240660416,0.8816695923554383,0.329296003275014,0.931334666231361,0.33863987431838183,0.8945191790408988,0.23882894358867365,0.2546748096352432,0.25493540854606617,0.251560838230017,0.9920261732209713,0.0032416069975600794,0.0047322197814685385,0.9943922831117056
5,remote_vpn,Full Access,0.7355030900714058,0.31150546831826637,0.9125407212988819,0.3228683029292884,0.889068252436477,0.36562622875244516,0.8488103808037402,0.9151571071740201,0.33606700483189705,0.9676321680324722,0.3282256995218774,0.8875431438772421,0.3357072956462256,0.9231105617913032,0.9869686150593437,0.33421806828073203,0.938308958133319,0.331376169458937,0.9948523569438585,0.334405762260331,0.9734803330543664,0.899039104494521,0.3328505418119379,0.9131804399482467,0.3305218234797682,0.9138844792034511,0.3366276347082939,0.908710487849751,0.24033834227905762,0.2540769696300927,0.25423624266110934,0.2513484454297403,0.9969179122570976,0.0014463871873096007,0.0016357005555927007,0.9977357625348939
6,remote_vpn,Full Access,0.8472727368927226,0.32026910597111446,0.8289745557716142,0.32629647103009124,0.8092236916844292,0.3534344229987942,0.8278542626277872,0.926792306993785,0.33703012430934737,0.9565620156505651,0.32765885912882625,0.8749145628572595,0.3353110165618264,0.9191514366455105,1.0,0.3347033667899952,0.9678257195314257,0.3307729344234215,1.0,0.3345236987865834,0.9893576188364476,0.895906595279535,0.338280754598324,0.9681468333846397,0.3256331438838389,0.8933292861552424,0.3360861015178371,0.9185642133526275,0.23981272354456928,0.2542338997010606,0.2540209689960956,0.2519324077582744,0.9988115063767407,0.0006238691682346119,0.0005646244550246982,0.9990938186042531
7,remote_vpn,Full Access,0.7889211959052693,0.3244584956803521,0.8681929261604113,0.3371361779788445,0.7779720713128727,0.33840532634080334,0.8119413219844218,0.9511825616694651,0.3374399517127396,0.9042160168828803,0.3274708848706823,0.9160448690078178,0.335089163416578,0.9240281256505034,0.9874209960602601,0.33445139340986313,0.9546568840302742,0.33117487811060053,0.9972058907917875,0.3343737284795364,0.979842156986488,0.8996400249401301,0.339257802879562,0.8946769121237049,0.32541153920099347,0.9011162003807258,0.3353306579194446,0.8985199776410085,0.23786690153595588,0.2550233440292412,0.2548344656111982,0.25227528882360467,0.9995314942820327,0.00027173859800224803,0.00019676711996485796,0.9996298778420151
8,remote_vpn,Full Access,0.8297185985582497,0.32763540155006016,0.8211609443030623,0.33459382284491046,0.8215693866659336,0.33777077560502944,0.8241026946849842,0.9589836358224879,0.33674917200587967,0.9307163291293157,0.3282459769508122,0.909182959975128,0.3350048510433081,0.9330215381271185,1.0,0.33428095289417,0.9557308827300365,0.33140348368854455,0.9907256461390948,0.3343155634172854,0.9822284994805776,0.8680705030807907,0.33727580774254307,0.9139452346744528,0.3274410101118222,0.9029419736520835,0.33528318214563485,0.8947835891516691,0.2383593717649038,0.2548910820074992,0.2549000657915022,0.2518494804360949,0.9998173874261732,0.00011439296923785112,6.821960458869292e-05,0.9998514972284676
